"Class","Order","Family","Genus","species","Age.at.maturation","Fecundity","K.value","Life.span","Max.total.length","Offspring.size","Parental.care"
"Teleostei","Cyprinodontiformes","Procatopodidae","Lamprichthys","Lamprichthys_tanganicanus",0.401519298,36.47483793,0.60866781716759,1.171231695,18.3,1.148769069,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_vitschumbaensis",0.368584684,22.79563308,1.31567781027611,0.989281981,5.5,1.115813438,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_usanguensis",0.394840993958677,31.5064693814217,1.49960216992847,1.19282799263487,3,1.15013291150082,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_pumilus",0.383851719,26.1647804,1.21077432665187,1.042239369,5.5,1.111443091,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_omoculatus",0.398496619087821,32.0976362831271,1.44227316499293,1.2023507566805,3.5,1.14347268665957,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_nigrolateralis",0.370937298,22.95641254,1.43352982232038,1.004540646,4,1.122142571,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_myaposae",0.369650071,22.22082535,1.29649411178033,1.005611879,5.5,1.099231384,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_moeruensis",0.376421535,24.6754417,1.35330564590791,1.018930262,4,1.131152046,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_mediolateralis",0.374791624,23.42120173,1.27343103008677,1.004923232,5,1.105202489,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_matthesi",0.367024286,24.21439643,1.56115096415074,1.002211602,3.880000114,1.108490618,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_macrurus",0.362477262,23.03998337,1.4149726498744,0.991207816,5,1.102240238,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_lualabaensis",0.43216556912581,56.9203360034497,1.15187733051513,1.71656607258948,4,1.18292242843031,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_kongoranensis",0.483683806464624,66.5189305839705,0.953057916893132,2.03103285510533,4,1.23008616476842,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_katangae",1,23.81031207,0.972636268267651,3,5,1.104174542,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_jeanneli",0.413326445831281,32.2323538098369,1.44838572985633,1.15309513870022,3.5,1.14637507699992,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_hutereaui",0.39547332,30.99894173,1.47795036616617,1.106414811,3.5,1.162807179,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_centralis",0.358790997,21.28744093,1.71415448881234,0.95757818,3.3,1.11111315,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Lacustricola","Lacustricola_bukobanus",0.391758203,27.96133198,1.27073726362389,1.0626322,5,1.132435674,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Laciris","Laciris_pelagica",0.505374512127687,131.729669840435,0.617534930304295,2.28711975408487,8,1.35300759079709,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Kosswigichthys","Kosswigichthys_asquamatus",0.525431107,167.91388,0.75999999,2.446177867,4,1.405972683,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Hypsopanchax","Hypsopanchax_zebra",0.404259623,34.8625508,1.13209249178482,1.130817536,5.5,1.142633987,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Hypsopanchax","Hypsopanchax_platysternus",0.492489673516249,132.205217349721,0.691596099865622,2.23128995793499,5.5,1.32033514785724,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Hypsopanchax","Hypsopanchax_jubbi",0.404250752,36.73405577,1.1305085142642,1.146468875,5,1.145462376,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Hypsopanchax","Hypsopanchax_jobaerti",0.462961708699129,94.9002617393816,0.897887342927551,2.07999605466176,4.5,1.25899269709208,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Hylopanchax","Hylopanchax_stictopleuron",0.403967401598318,61.6163475231866,1.40482688061448,1.60529121790472,3.5,1.19945483874461,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Hylopanchax","Hylopanchax_silvestris",0.491488036424388,134.138976321519,0.748013498849974,2.27897498002022,4.880000114,1.31371371280853,1
"Teleostei","Cyprinodontiformes","Fluviphylacidae","Fluviphylax","Fluviphylax_zonatus",0.399914797201335,48.5088285429649,1.57666616860374,1.53573499679664,1.950000048,1.17889965018578,1
"Teleostei","Cyprinodontiformes","Fluviphylacidae","Fluviphylax","Fluviphylax_simplex",0.408375140848261,51.8018149274513,1.52864810569829,1.57891869590432,1.950000048,1.18776744800702,1
"Teleostei","Cyprinodontiformes","Fluviphylacidae","Fluviphylax","Fluviphylax_pygmaeus",0.373590602,27.95676596,1.62021621996798,1.014468184,2.440000057,1.131859563,1
"Teleostei","Cyprinodontiformes","Fluviphylacidae","Fluviphylax","Fluviphylax_palikur",0.411114115063045,75.4219717318543,1.53014619525064,1.61103993117337,2.400000095,1.21251130142198,1
"Teleostei","Cyprinodontiformes","Fluviphylacidae","Fluviphylax","Fluviphylax_obscurus",0.370684236,27.900182,1.66075934211115,1.0199056,2.109999895,1.113094964,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Esmaeilius","Esmaeilius_vladykovi",0.562145293,203.3353202,0.419999987,2.580997964,7.599999905,1.422932131,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Esmaeilius","Esmaeilius_sophiae",0.632786814,497.4424835,0.689999998,4,5.800000191,1.468993625,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Esmaeilius","Esmaeilius_persicus",0.530475895,171.6105141,0.629999995,2.45953355,4.900000095,1.407489957,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Esmaeilius","Esmaeilius_isfahanensis",0.550882428,201.6011632,0.720000029,2.585444188,4.28399992,1.428502365,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Congopanchax","Congopanchax_myersi",0.410530526419846,77.3696415939669,1.45629566234248,1.66858272506309,2.299999952,1.24398452087331,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Congopanchax","Congopanchax_brichardi",0.399196236499316,80.6299888340848,1.39133373451695,1.67292327338962,3,1.25392442724798,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Apricaphanius","Apricaphanius_saourensis",0.536215688,184.5470743,0.74000001,2.452480237,4.119999886,1.418219796,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Apricaphanius","Apricaphanius_iberus",0.5,96.36877564,0.569999993,2,5.5,1.305528591,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Apricaphanius","Apricaphanius_baeticus",0.269999996,65.79265481,1.5,2,6,1.294428852,1
"Teleostei","Cyprinodontiformes","Procatopodidae","Aplocheilichthys","Aplocheilichthys_spilauchen",0.441270025,47.78170994,0.922031573568095,1.247983396,8,1.183685001,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Aphaniops","Aphaniops_stiassnyae",0.543707697,190.6207246,0.349999994,2.53492659,9.350000381,1.431666976,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Aphaniops","Aphaniops_sirhani",0.537122902,189.4764541,0.620000005,2.471518982,5,1.413104463,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Aphaniops","Aphaniops_richardsoni",0.53572586867515,200,0.569999993,2.49978657201092,5.489999771,1.40478530310339,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Aphaniops","Aphaniops_ginaonis",0.511285771,152.6215883,0.449999988,2.355797146,7,1.399389179,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Aphaniops","Aphaniops_dispar",0.525408247,185.2531168,0.449999988,2.417820138,7,1.400633668,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Anatolichthys","Anatolichthys_sureyanus",0.535030893,175.8720048,0.620000005,2.476651189,5,1.410280119,1
"Teleostei","Cyprinodontiformes","Aphaniidae","Anatolichthys","Anatolichthys_anatoliae",0.547604014,191.927574,0.560000002,2.574132873,5.570000172,1.431518484,1
"Teleostei","Cyprinodontiformes","Poeciliidae","Tomeurus","Tomeurus_gracilis",0.393181088,30.62221025,0.930000007,1.082520861,3.299999952,1.140834047,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phallotorynus","Phallotorynus_victoriae",0.394268057815404,27.0618713054969,1.080000043,1.10235686133895,2.809999943,1.16485619233993,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phallotorynus","Phallotorynus_psittakos",0.39395977183064,27.8021657342167,1.039999962,1.10235686133895,2.920000076,1.16485619233993,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phallotorynus","Phallotorynus_pankalos",0.392779466875503,27.8507923960481,0.910000026,1.0961744219786,3.400000095,1.16764329972793,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phallotorynus","Phallotorynus_jucundus",0.393937564190644,28.2485662675967,1,1.10219910503119,3.059999943,1.16487094594283,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phallotorynus","Phallotorynus_dispilos",0.393937564190644,28.2485662675967,0.99000001,1.10219910503119,3.089999914,1.16487094594283,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phallotorynus","Phallotorynus_fasciolatus",0.404970679,32.93221431,1,1.133050196,3.059999943,1.12673372,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_uai",0.378865314860426,22.955765139878,0.75999999,1.06093906575486,4.119999886,1.15066314610711,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_tupinamba",0.384062371599502,24.723924456631,0.589999974,1.0641803091426,5.369999886,1.14973383552612,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_spiloura",0.378865314860426,22.955765139878,0.75999999,1.06093906575486,4.099999905,1.15066314610711,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_reisi",0.383944911014131,25.9401706140722,0.529999971,1.06779744820722,6.090000153,1.15205596085823,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_ocellatus",0.385640385820115,27.3994893413809,1,1.06387792809528,3.069999933,1.14761748599481,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_mikrommatos",0.381819680362061,25.127993700174,0.930000007,1.06463206259402,3.289999962,1.14745585872084,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_megapolos",0.382069549316649,22.2853874042102,0.649999976,1.06608199759245,4.840000153,1.14979260258862,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_lucenorum",0.38259582662085,22.0609353722502,0.699999988,1.06322775677214,4.510000229,1.15032850967403,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_leticiae",0.387475222297235,26.4025586071793,1.460000038,1.06669152626289,2.029999971,1.14889960687382,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_leptokeras",0.382878294702774,21.9288241956838,0.709999979,1.06235635309191,4.449999809,1.15062072485058,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_harpagos",0.384551914259161,25.5005870514368,0.560000002,1.06584600746663,5.710000038,1.14973383552612,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_elachistos",0.381325170077843,23.3085591980096,0.910000026,1.06501153762647,3.390000105,1.14941066900321,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_aspilos",0.38259582662085,22.4344886996116,0.680000007,1.06250987621825,4.670000076,1.15012014501577,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros_caudimaculatus",0.358412866,50,0.540000021,1.000685034,6.5,1.135027084,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_senilis",0.3,300,0.579999983,1,5.5,1.435749351,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_nobilis",0.3,39,0.660000026,1,4.800000191,1.438504741,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_longispinis",0.449446516,50.08322727,0.629999995,1.36586996,5,1.431412178,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_georgei",0.451115203,36,0.649999976,1.358035558,4.880000114,1.421032771,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_echeagarayi",0.449748163,45.71756882,0.579999983,1.365958977,5.489999771,1.409728257,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_dominicensis",0.451679504,48.36806162,0.579999983,1.379850557,5.489999771,1.458510886,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_amistadensis",0.442072532,6,0.730000019,1.370741907,4.269999981,1.419222707,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_alvarezi",0.462745667,54.31448472,0.779999971,1.427747743,4,1.469757056,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_marshi",0.442732699,32.5,1.029999971,1.318779338,2.950000048,1.410889305,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_panuco",0.460919743,48.65331237,0.579999983,1.376850492,5.489999771,1.435925727,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_regani",0.447834399,48.89724522,0.579999983,1.386021522,5.489999771,1.407691916,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_aurata",0.45407302,47.78901197,0.579999983,1.390025051,5.489999771,1.452879792,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_hurtadoi",0.461871286,50.03332948,0.879999995,1.412930069,3.6,1.454316083,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_gaigei",0.3,40,0.589999974,2,5.400000095,1.431743637,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_vittata",0.457471203,47.06326399,0.579999983,1.358783985,5.6,1.421331441,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_atrora",0.44982804,50.24906732,0.579999983,1.353612708,5.489999771,1.411228931,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_zarskei",0.46340067,51.75108256,0.879999995,1.407237443,3.49000001,1.449884445,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_geiseri",0.448785275,6,0.709999979,1.373232719,4.400000095,1.430748636,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_speciosa",0.445731389,48.85388737,0.629999995,1.359214107,5,1.452973104,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_heterochir",0.25,44.7478194,0.589999974,1,5.400000095,1.414558205,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_clarkhubbsi",0.468345991,50.35250789,0.460000008,1.388382447,7.079999924,1.443505082,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_krumholzi",0.458607378,50.56522945,0.579999983,1.399370575,5.6,1.417569688,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_holbrooki",0.1,354,0.409999996,1.25,8,1.485027276,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_affinis",0.716666667,119.05,0.980000019,3,7,1.766015728,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_yucatana",0.421640306,20,0.409999996,1.273732168,8,1.406151043,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_nicaraguensis",0.444778285,42.59725195,0.639999986,1.347073189,4.980000019,1.424927333,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_eurystoma",0.454911787,51.36512006,0.879999995,1.378771882,3.6,1.415301154,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_sexradiata",0.473897598,54.29360351,0.730000019,1.403283528,4.28000021,1.438233353,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Heterophallus","Heterophallus_milleri",0.430362191992327,10,0.540000021,1.27377330420666,6,1.35505763299502,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Heterophallus","Heterophallus_rachovii",0.403209991,33.79965972,0.540000021,1.124675829,6,1.160625801,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia_luma",0.470402562,54.89831665,0.579999983,1.420297172,5.489999771,1.444034979,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Belonesox","Belonesox_belizanus",0.5075,162.75,0.180000007,2.5,20,1.187843039,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_multilineatus",0.407933034,37.97780306,0.460000008,1.100588502,7.050000191,1.186162534,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_birchmanni",0.405667159,38.65520956,0.460000008,1.107071965,7.050000191,1.16747076,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_malinche",0.399654762,37.74326831,0.460000008,1.075381448,7.050000191,1.176828089,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_continens",0.402981558,43.44328833,0.460000008,1.10448874,7.050000191,1.141506791,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_nezahualcoyotl",1,32.5,0.460000008,1.154687285,7.050000191,1.149820138,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_montezumae",0.405975109,37.76881715,0.5,1.10861393,6.5,1.143156433,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_cortezi",0.40263474,37.20236405,0.460000008,1.091966124,7.050000191,1.156728429,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_nigrensis",0.404259702,37.44448638,0.460000008,1.110976045,7.050000191,1.15031782,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_pygmaeus",0.405782691,38.96213508,0.779999971,1.100606573,4,1.16130491,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_andersi",0.397880667,40.29383864,0.460000008,1.122460187,7.050000191,1.144571446,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_couchianus",0.407211853,41.56520201,0.540000021,1.134892431,6,1.174899311,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_gordoni",0.393240826,38.63408786,0.779999971,1.081996786,4,1.18077653,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_meyeri",0.398714067,38.60676619,0.779999971,1.096187257,4.6,1.170141732,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_evelynae",0.407585329,39.16066163,0.540000021,1.122372726,6,1.166726935,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_variatus",0.375,100,0.460000008,1.095618638,7,1.175105404,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_milleri",0.401903598,41.19003788,0.460000008,1.084155321,7.050000191,1.182829273,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_maculatus",0.519999991,50,0.540000021,3,6,1.100226232,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_xiphidium",0.402537033,37.58334556,0.460000008,1.096814473,7.050000191,1.150573865,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_clemenciae",0.408516368,41.34877939,0.519999981,1.119133386,6.170000076,1.172587341,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_alvarezi",0.396406941,39.14986288,0.460000008,1.102372486,7.050000191,1.16008024,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_hellerii",0.852499992,715,0.219999999,3,16,1.22256859,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_mayae",0.404801496,41.0803171,0.349999994,1.117877787,9.520000458,1.15763329,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_mixei",0.404115207,39.12336039,0.660000026,1.094803069,4.760000229,1.159499014,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus_monticolus",0.407963191,40.97182691,0.419999987,1.118578037,7.809999943,1.15582981,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Pseudoxiphophorus","Pseudoxiphophorus_litoperas",0.536489853,42.55263235,0.409999996,1.311698468,8.100000381,1.190843134,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Pseudoxiphophorus","Pseudoxiphophorus_anzuetoi",0.395821026147396,26.8092869920402,0.460000008,1.09734432305061,7,1.29718439481976,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Pseudoxiphophorus","Pseudoxiphophorus_bimaculatus",0.687354985,27,0.25999999,9.76462327,8.100000381,1.252731346,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Pseudoxiphophorus","Pseudoxiphophorus_jonesii",0.528305668,43.98721902,0.360000014,1.320194007,9.199999809,1.172991572,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Priapella","Priapella_bonita",0.406284604,35.98602228,0.540000021,1.155895988,5.929999828,1.153223055,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Priapella","Priapella_compressa",0.430638016,43.02211058,0.540000021,1.252230907,5.929999828,1.173416749,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Priapella","Priapella_lacandonae",0.410722091,36.38294897,0.550000012,1.161125474,5.860000134,1.135818311,3
"Teleostei","Cyprinodontiformes","Poeciliidae","Priapella","Priapella_chamulae",0.407653193,34.49397838,0.550000012,1.156674701,5.860000134,1.157886841,3
